"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","FPts","FP/G","% Rostered","+/-","MIN","FG-","3PTM","FT-","PTS","OREB","DREB","AST","ST","BLK","TO","PF","TF","EJ","2DO","3D","+-"
"*00110*","Thabo Sefolosha","(N/A)","SG,G,SF,PF,F,Flx","1306","FA","37","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04sy3*","Renaldas Seibutis","LAC","PG,SG,G,Flx","1307","FA","36","PHO<br/>Mon 10:30PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0016a*","Ramon Sessions","(N/A)","PG,SG,G,Flx","1308","FA","35","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qyy*","Nate Sestina","(N/A)","SF,F,Flx","1309","FA","24","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02ngi*","Tornike Shengelia","CHI","SF,PF,F,Flx","1311","FA","30","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xp4*","Devontae Shuler","(N/A)","PG,G,Flx","1313","FA","23","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03wox*","Jordan Sibert","(N/A)","SG,G,Flx","1315","FA","29","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02gxk*","Xavier Silas","(N/A)","SG,G,Flx","1316","FA","33","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04415*","Borisa Simanic","(N/A)","PF,F,Flx","1318","FA","23","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03se0*","Jonathon Simmons","(N/A)","SG,G,SF,F,Flx","1320","FA","32","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03lgl*","Justin Simon","(N/A)","SG,G,Flx","1323","FA","25","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qtz*","Zavier Simpson","(N/A)","PG,SG,G,Flx","1324","FA","24","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0392b*","DeShawn Sims","BOS","SF,F,Flx","1325","FA","33","MIL<br/>Mon 7:30PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*00qra*","James Singleton","(N/A)","PF,F,Flx","1327","FA","40","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*049s8*","Nik Slavica","(N/A)","SF,F,Flx","1329","FA","24","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0018s*","Jason Smith","NO","PF,F,C,Flx","1334","FA","35","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*000zq*","Josh Smith","NO","SF,PF,F,Flx","1335","FA","36","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03lgj*","Ray Smith","(N/A)","SF,F,Flx","1336","FA","24","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xbb*","Scoochie Smith","CLE","SG,G,Flx","1337","FA","27","MIA<br/>Mon 7:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03kub*","Richard Solomon","OKC","PF,F,Flx","1340","FA","29","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0389e*","James Southerland","(N/A)","SF,F,Flx","1341","FA","31","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*005ld*","Marreese Speights","(N/A)","PF,F,C,Flx","1343","FA","34","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xhv*","Jonathan Stark","(N/A)","PG,G,Flx","1346","FA","26","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03e6l*","Nik Stauskas","(N/A)","SG,G,SF,F,Flx","1347","FA","28","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03c0b*","D.J. Stephens","MEM","SF,F,Flx","1348","FA","30","PHI<br/>Mon 8:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xge*","Elijah Stewart","IND","SG,G,Flx","1352","FA","26","GS<br/>Mon 7:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ku8*","David Stockton","(N/A)","PG,G,Flx","1353","FA","30","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03e71*","Jarnell Stokes","MEM","PF,F,Flx","1354","FA","27","PHI<br/>Mon 8:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03llt*","Diamond Stone","(N/A)","C,Flx","1355","FA","24","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02h2k*","Julyan Stone","(N/A)","SG,G,SF,F,Flx","1356","FA","33","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0012s*","Rodney Stuckey","IND","PG,SG,G,Flx","1357","FA","35","GS<br/>Mon 7:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03za1*","Scott Suggs","TOR","SG,G,Flx","1358","FA","32","SAC<br/>Mon 7:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0480c*","Rasheed Sulaimon","(N/A)","SG,G,Flx","1359","FA","27","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02nfl*","Jared Sullinger","PHO","PF,F,C,Flx","1360","FA","29","@LAC<br/>Mon 10:30PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*004zj*","Bob Sura","HOU","PG,SG,G,Flx","1362","FA","0","@ATL<br/>Mon 7:30PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05x7f*","Anthony Tarke","(N/A)","SG,G,Flx","1366","FA","23","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03e77*","Edy Tavares","(N/A)","C,Flx","1367","FA","29","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059ws*","BJ Taylor","(N/A)","PG,G,Flx","1368","FA","25","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*00515*","Donell Taylor","(N/A)","PG,SG,G,Flx","1369","FA","39","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*048yg*","Isaiah Taylor","(N/A)","PG,G,Flx","1370","FA","27","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01eni*","Jermaine Taylor","(N/A)","SG,G,Flx","1371","FA","35","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qzj*","Marlon Taylor","(N/A)","SG,G,Flx","1372","FA","24","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02oe8*","Mirza Teletovic","MIL","SF,PF,F,Flx","1377","FA","36","@BOS<br/>Mon 7:30PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03yxu*","Milos Teodosic","LAC","PG,SG,G,Flx","1378","FA","34","PHO<br/>Mon 10:30PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xhw*","Jared Terrell","(N/A)","PG,G,Flx","1379","FA","26","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xk5*","Emanuel Terry","(N/A)","SF,PF,F,Flx","1380","FA","25","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qzo*","Jon Teske","(N/A)","C,Flx","1383","FA","24","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0393m*","Adonis Thomas","(N/A)","SF,PF,F,Flx","1385","FA","28","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02gxo*","Lance Thomas","(N/A)","SG,G,SF,F,Flx","1388","FA","33","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02gxq*","Malcolm Thomas","PHI","SF,PF,F,Flx","1389","FA","33","@MEM<br/>Mon 8:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*023te*","Ryan Thompson","(N/A)","SG,G,Flx","1393","FA","33","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01eo3*","Marcus Thornton","BKN","SG,G,SF,F,Flx","1394","FA","34","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03zl0*","Jarvis Threatt","(N/A)","PG,G,Flx","1396","FA","28","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xnb*","Jeremiah Tilmon","(N/A)","C,Flx","1397","FA","23","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0013t*","Jamaal Tinsley","UTA","PG,G,Flx","1399","FA","43","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02gxj*","Mike Tisdale","(N/A)","C,Flx","1400","FA","32","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03l5d*","Yuki Togashi","(N/A)","PG,G,Flx","1402","FA","28","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03r8b*","J.P. Tokoto","NY","SF,F,Flx","1403","FA","28","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qz0*","Jake Toolson","(N/A)","SG,G,Flx","1405","FA","25","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03se3*","Axel Toupane","(N/A)","SG,G,Flx","1406","FA","29","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qye*","Jahlil Tripp","(N/A)","SF,PF,F,Flx","1410","FA","24","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qxt*","Breein Tyree","TOR","PG,SG,G,Flx","1413","FA","23","SAC<br/>Mon 7:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01uyi*","Ekpe Udoh","(N/A)","PF,F,C,Flx","1414","FA","34","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0019v*","Beno Udrih","(N/A)","PG,G,Flx","1415","FA","39","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03wkm*","Robert Upshaw","(N/A)","C,Flx","1417","FA","27","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0011g*","Anderson Varejao","(N/A)","PF,F,C,Flx","1419","FA","39","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01uym*","Greivis Vasquez","BKN","PG,SG,G,Flx","1420","FA","34","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03r7f*","Rashad Vaughn","ORL","SG,G,SF,F,Flx","1421","FA","25","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0017g*","Marcus Vinicius","MEM","SF,PF,F,Flx","1424","FA","37","PHI<br/>Mon 8:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r0e*","Christian Vital","(N/A)","SG,G,Flx","1425","FA","24","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0015y*","Jake Voskuhl","(N/A)","C,Flx","1427","FA","44","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0014t*","Sasha Vujacic","(N/A)","SG,G,Flx","1428","FA","37","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03wp1*","Corey Walden","(N/A)","PG,G,Flx","1430","FA","29","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uwr*","M.J. Walker","(N/A)","SG,G,Flx","1431","FA","23","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*042oj*","Tyrone Wallace","(N/A)","PG,SG,G,Flx","1433","FA","27","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04jw8*","Derrick Walton","(N/A)","PG,G,Flx","1434","FA","26","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0014s*","Luke Walton","(N/A)","SF,F,Flx","1435","FA","41","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*048tg*","Jameel Warney","DAL","SF,F,Flx","1436","FA","27","CHA<br/>Mon 8:30PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03wl1*","Jason Washburn","(N/A)","C,Flx","1438","FA","31","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03xmk*","Julian Washburn","GS","SF,F,Flx","1439","FA","29","@IND<br/>Mon 7:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xoa*","Ibi Watson","(N/A)","SG,G,Flx","1442","FA","23","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02pxd*","Maalik Wayns","DAL","PG,SG,G,Flx","1443","FA","30","CHA<br/>Mon 8:30PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03kt9*","David Wear","SAC","PF,F,Flx","1444","FA","31","@TOR<br/>Mon 7:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0484j*","James Webb III","(N/A)","SF,F,Flx","1447","FA","28","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03xlt*","Briante Weber","MIA","PG,G,Flx","1448","FA","28","@CLE<br/>Mon 7:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03wov*","Corey Webster","(N/A)","PG,G,Flx","1449","FA","33","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0019d*","Martell Webster","(N/A)","SG,G,SF,F,Flx","1450","FA","35","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qsy*","Thomas Welsh","(N/A)","C,Flx","1452","FA","25","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03zl1*","Byron Wesley","(N/A)","SG,G,Flx","1453","FA","28","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03926*","Charlie Westbrook","(N/A)","SG,G,Flx","1455","FA","32","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04l1t*","Andrew White","(N/A)","SF,F,Flx","1456","FA","28","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*00525*","James White","(N/A)","SG,G,SF,F,Flx","1457","FA","39","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*043vx*","Okaro White","WAS","PF,F,Flx","1458","FA","29","@DEN<br/>Mon 9:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*042o1*","Isaiah Whitehead","(N/A)","PG,SG,G,Flx","1459","FA","26","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qvy*","Greg Whittington","DEN","SF,PF,F,Flx","1461","FA","28","WAS<br/>Mon 9:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03wm6*","Nick Wiggins","MIN","SG,G,Flx","1462","FA","30","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03sir*","Scottie Wilbekin","(N/A)","PG,G,Flx","1464","FA","28","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03e6v*","CJ Wilcox","(N/A)","SG,G,Flx","1465","FA","30","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04iy9*","Jacob Wiley","BKN","PG,G,Flx","1466","FA","27","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02wyj*","Tyler Wilkerson","(N/A)","SF,PF,F,Flx","1467","FA","33","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03z95*","Alan Williams","(N/A)","PF,F,C,Flx","1468","FA","28","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*048th*","C.J. Williams","(N/A)","SG,G,Flx","1469","FA","31","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*027ol*","Derrick Williams","LAL","SF,PF,F,Flx","1471","FA","30","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0051v*","Donell Williams","LAC","PG,SG,G,Flx","1472","FA","0","PHO<br/>Mon 10:30PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xgk*","Johnathan Williams","(N/A)","PF,F,Flx","1473","FA","26","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*00172*","Marcus Williams","SAC","PG,G,Flx","1474","FA","36","@TOR<br/>Mon 7:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04jw3*","T.J. Williams","(N/A)","SG,G,Flx","1476","FA","27","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*045qi*","Troy Williams","(N/A)","SG,G,SF,F,Flx","1477","FA","26","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04exi*","Nigel Williams-Goss","(N/A)","PG,G,Flx","1478","FA","27","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03kta*","Jamil Wilson","LAC","PF,F,Flx","1481","FA","31","PHO<br/>Mon 10:30PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02h00*","Jeremy Wise","(N/A)","PG,G,Flx","1483","FA","35","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059qd*","Todd Withers","(N/A)","PF,F,Flx","1485","FA","25","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02wyk*","Wesley Witherspoon","(N/A)","SG,G,SF,F,Flx","1486","FA","31","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*031mp*","Jeff Withey","DAL","C,Flx","1487","FA","31","CHA<br/>Mon 8:30PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*031mo*","Nate Wolters","UTA","PG,G,Flx","1488","FA","30","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*048yk*","Scott Wood","(N/A)","SF,F,Flx","1489","FA","31","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0055b*","Loren Woods","CLE","C,Flx","1490","FA","43","MIA<br/>Mon 7:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0019q*","Metta World Peace","(N/A)","SF,PF,F,Flx","1492","FA","42","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02gun*","Chris Wright","OKC","SF,PF,F,Flx","1494","FA","33","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0015q*","Dorell Wright","(N/A)","SG,G,SF,F,Flx","1495","FA","36","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0440y*","Joel Wright","(N/A)","SF,F,Flx","1496","FA","31","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02nfp*","Tony Wroten","(N/A)","PG,SG,G,Flx","1499","FA","28","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0393j*","Khalif Wyatt","(N/A)","PG,G,Flx","1500","FA","30","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
