"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","FPts","FP/G","% Rostered","+/-","MIN","FG-","3PTM","FT-","PTS","OREB","DREB","AST","ST","BLK","TO","PF","TF","EJ","2DO","3D","+-"
"*027pp*","Jon Leuer","(N/A)","PF,F,C,Flx","1063","FA","32","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*023tj*","Dwight Lewis","(N/A)","SG,G,Flx","1064","FA","34","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05wy5*","Matt Lewis","(N/A)","SG,G,Flx","1065","FA","22","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04vy1*","Zach Lofton","DET","SG,G,Flx","1070","FA","29","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04846*","Shawn Long","(N/A)","PF,F,C,Flx","1071","FA","28","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04uq4*","Jordan Loyd","(N/A)","PG,G,Flx","1072","FA","28","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*043cl*","Sheldon Mac","(N/A)","SG,G,Flx","1074","FA","28","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02wcx*","Scott Machado","LAL","PG,SG,G,Flx","1075","FA","31","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xgh*","Daryl Macon","(N/A)","PG,G,Flx","1077","FA","26","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xhr*","J.P. Macura","CLE","SG,G,Flx","1078","FA","26","MIA<br/>Mon 7:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03zl4*","Josh Magette","(N/A)","PG,G,Flx","1080","FA","32","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xn9*","Denzel Mahoney","(N/A)","SG,G,Flx","1083","FA","23","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03e7j*","Devyn Marble","(N/A)","SG,G,SF,F,Flx","1088","FA","29","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03trs*","Derrick Marks","(N/A)","SG,G,Flx","1091","FA","28","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01byj*","Cartier Martin","(N/A)","SG,G,SF,F,Flx","1092","FA","37","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03r7j*","Jarell Martin","(N/A)","PF,F,C,Flx","1093","FA","27","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*001by*","Roger Mason Jr.","SAC","SG,G,Flx","1095","FA","41","@TOR<br/>Mon 7:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059vz*","CJ Massinburg","(N/A)","PG,G,Flx","1097","FA","24","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xgl*","Yante Maten","BOS","SF,F,Flx","1098","FA","25","MIL<br/>Mon 7:30PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04jw2*","Mangok Mathiang","CHA","PF,F,C,Flx","1099","FA","29","@DAL<br/>Mon 8:30PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*005l7*","Luc Mbah a Moute","(N/A)","SF,PF,F,Flx","1104","FA","35","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03jvs*","James Michael McAdoo","PHI","PF,F,Flx","1105","FA","28","@MEM<br/>Mon 8:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ll1*","Tahjere McCall","(N/A)","SG,G,Flx","1106","FA","27","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04lci*","Erik McCree","UTA","SF,F,Flx","1110","FA","27","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ad6*","Chris McCullough","DET","PF,F,Flx","1111","FA","26","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03e6y*","K.J. McDaniels","(N/A)","SF,F,Flx","1112","FA","28","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059fy*","William McDowell-White","(N/A)","SG,G,Flx","1114","FA","23","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03e6p*","Mitch McGary","(N/A)","PF,F,C,Flx","1115","FA","29","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xnj*","Cameron McGriff","(N/A)","SF,F,Flx","1116","FA","24","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0019k*","Josh McRoberts","DAL","PF,F,C,Flx","1118","FA","34","CHA<br/>Mon 8:30PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04gwa*","Kennedy Meeks","TOR","C,Flx","1120","FA","26","SAC<br/>Mon 7:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03soi*","Salah Mejri","(N/A)","C,Flx","1121","FA","35","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02nfm*","Fab Melo","DAL","C,Flx","1123","FA","31","CHA<br/>Mon 8:30PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03r7n*","Jordan Mickey","(N/A)","PF,F,C,Flx","1126","FA","27","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059cg*","Eric Mika","(N/A)","C,Flx","1127","FA","26","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059g2*","Isaiah Miles","(N/A)","SF,F,Flx","1129","FA","27","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05wy4*","Isaiah Miller","(N/A)","SG,G,Flx","1132","FA","23","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03woz*","Malcolm Miller","(N/A)","SG,G,SF,PF,F,Flx","1133","FA","28","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*00152*","Mike Miller","(N/A)","SG,G,SF,F,Flx","1134","FA","41","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*023z9*","Elijah Millsap","(N/A)","SG,G,SF,F,Flx","1135","FA","34","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03wqu*","Nick Minnerath","CLE","PF,F,Flx","1137","FA","33","MIA<br/>Mon 7:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*027p8*","Nikola Mirotic","(N/A)","SF,PF,F,Flx","1138","FA","30","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02h0c*","Tommy Mitchell","(N/A)","PG,SG,G,Flx","1139","FA","39","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04l17*","Naz Mitrou-Long","(N/A)","PG,SG,G,Flx","1140","FA","28","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rxk*","Luis Montero","DET","SF,F,Flx","1143","FA","28","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0590n*","Matt Mooney","(N/A)","PG,SG,G,Flx","1145","FA","24","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04j1u*","Ben Moore","(N/A)","SF,F,Flx","1146","FA","26","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04vxx*","Doral Moore","(N/A)","C,Flx","1147","FA","24","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03gyn*","Eric Moreland","(N/A)","PF,F,Flx","1149","FA","29","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04jw7*","Jeremy Morgan","MEM","SG,G,Flx","1150","FA","26","PHI<br/>Mon 8:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*027pq*","Darius Morris","NO","PG,SG,G,Flx","1152","FA","30","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mx3*","Jaylen Morris","(N/A)","SG,G,Flx","1153","FA","26","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*027p5*","Donatas Motiejunas","(N/A)","PF,F,C,Flx","1154","FA","31","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03jm2*","Brock Motum","(N/A)","PF,F,Flx","1156","FA","31","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r1s*","Trey Mourning","(N/A)","PF,F,Flx","1157","FA","26","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01vqb*","Timofey Mozgov","(N/A)","C,Flx","1158","FA","35","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*031m1*","Shabazz Muhammad","MIL","SG,G,SF,F,Flx","1160","FA","29","@BOS<br/>Mon 7:30PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01eo7*","Byron Mullens","(N/A)","PF,F,C,Flx","1161","FA","32","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qz5*","Ade Murkey","(N/A)","PG,SG,G,Flx","1162","FA","23","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059cx*","Jordan Murphy","(N/A)","SG,G,Flx","1163","FA","24","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*049ra*","Mamadou N'Diaye","(N/A)","C,Flx","1166","FA","28","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01uzo*","Hamady Ndiaye","(N/A)","C,Flx","1168","FA","34","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01wpw*","Gary Neal","(N/A)","PG,SG,G,Flx","1169","FA","37","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01n8i*","Spencer Nelson","(N/A)","SF,PF,F,Flx","1171","FA","41","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01nik*","Luke Nevill","IND","C,Flx","1172","FA","35","GS<br/>Mon 7:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04lbv*","Landry Nnoko","(N/A)","C,Flx","1174","FA","27","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*00111*","Joakim Noah","(N/A)","PF,F,C,Flx","1175","FA","36","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0010y*","Andres Nocioni","PHI","SF,PF,F,Flx","1176","FA","42","@MEM<br/>Mon 8:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*031m3*","Lucas Nogueira","(N/A)","PF,F,C,Flx","1177","FA","29","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0013n*","Steve Novak","MIL","SF,PF,F,Flx","1179","FA","38","@BOS<br/>Mon 7:30PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0393n*","James Nunnally","(N/A)","SF,F,Flx","1181","FA","31","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03siq*","JJ O'Brien","(N/A)","SF,F,Flx","1182","FA","29","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03e72*","Johnny O'Bryant III","(N/A)","PF,F,Flx","1183","FA","28","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0013q*","Jermaine O'Neal","(N/A)","C,Flx","1184","FA","43","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02ngd*","Kyle O'Quinn","(N/A)","PF,F,C,Flx","1185","FA","31","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*00508*","Lukasz Obrzut","IND","C,Flx","1186","FA","0","GS<br/>Mon 7:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0484a*","Daniel Ochefu","BOS","C,Flx","1187","FA","27","MIL<br/>Mon 7:30PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0019j*","Greg Oden","(N/A)","C,Flx","1188","FA","33","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059il*","Norense Odiase","(N/A)","C,Flx","1189","FA","26","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0014o*","Lamar Odom","NY","SF,PF,F,Flx","1190","FA","42","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0010j*","Emeka Okafor","PHI","C,Flx","1191","FA","39","@MEM<br/>Mon 8:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*001bg*","Mehmet Okur","POR","C,Flx","1195","FA","42","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xic*","Nuni Omot","(N/A)","SF,F,Flx","1198","FA","27","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03732*","Arinze Onuaku","ORL","PF,F,Flx","1200","FA","34","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*031n1*","Romero Osby","ORL","SF,PF,F,Flx","1202","FA","31","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04hon*","Yakuba Ouattara","BKN","SG,G,Flx","1204","FA","29","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0017z*","Bo Outlaw","ORL","PF,F,Flx","1205","FA","50","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0019a*","Travis Outlaw","(N/A)","SF,PF,F,Flx","1206","FA","37","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*042oe*","Marcus Paige","(N/A)","PG,G,Flx","1209","FA","28","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059qa*","James Palmer Jr.","(N/A)","SG,G,Flx","1210","FA","25","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*023vc*","Kevin Palmer","WAS","SG,G,SF,F,Flx","1211","FA","34","@DEN<br/>Mon 9:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059wu*","Bubu Palo","(N/A)","PG,G,Flx","1212","FA","30","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*042n9*","Georgios Papagiannis","POR","C,Flx","1213","FA","24","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02ngc*","Kostas Papanikolaou","DEN","SF,PF,F,Flx","1214","FA","31","WAS<br/>Mon 9:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02gvk*","Jeremy Pargo","GS","PG,SG,G,Flx","1215","FA","35","@IND<br/>Mon 7:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03zl2*","Bobby Ray Parks Jr.","(N/A)","SG,G,Flx","1216","FA","28","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*027pn*","Chandler Parsons","(N/A)","SF,PF,F,Flx","1217","FA","33","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qzb*","Devonte Patterson","(N/A)","SF,F,Flx","1219","FA","25","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*044td*","Brandon Paul","SA","SG,G,Flx","1222","FA","30","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04l1u*","L.J. Peak","BOS","SG,G,Flx","1223","FA","25","MIL<br/>Mon 7:30PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*005l9*","Nikola Pekovic","MIN","C,Flx","1224","FA","35","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03wm7*","Kleon Penn","(N/A)","C,Flx","1226","FA","35","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059fw*","Josh Perkins","(N/A)","PG,G,Flx","1227","FA","26","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04k4q*","London Perrantes","(N/A)","PG,G,Flx","1229","FA","27","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059cm*","Lamar Peters","(N/A)","PG,G,Flx","1232","FA","23","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xog*","John Petty","(N/A)","SG,G,Flx","1234","FA","23","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04zi8*","Tarik Phillip","(N/A)","PG,G,Flx","1235","FA","28","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*055ol*","Isaiah Pineiro","(N/A)","SG,G,Flx","1237","FA","26","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059vm*","Kavion Pippen","(N/A)","C,Flx","1239","FA","25","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*043i5*","Marshall Plumlee","(N/A)","C,Flx","1240","FA","29","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01uyz*","Quincy Pondexter","(N/A)","SG,G,SF,F,Flx","1244","FA","33","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03nws*","Malik Pope","(N/A)","SF,F,Flx","1246","FA","25","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*00102*","James Posey","IND","SG,G,SF,F,Flx","1248","FA","44","GS<br/>Mon 7:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*047j6*","Alex Poythress","(N/A)","SF,F,Flx","1251","FA","28","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04rvz*","Billy Preston","CLE","SF,PF,F,Flx","1252","FA","24","MIA<br/>Mon 7:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01enm*","A.J. Price","PHO","PG,G,Flx","1254","FA","35","@LAC<br/>Mon 10:30PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02oyy*","Pablo Prigioni","(N/A)","PG,SG,G,Flx","1255","FA","44","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*042o2*","Zhou Qi","HOU","PF,F,Flx","1257","FA","25","@ATL<br/>Mon 7:30PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*044tf*","Tim Quarterman","HOU","PG,G,Flx","1258","FA","27","@ATL<br/>Mon 7:30PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0015t*","Chris Quinn","CLE","PG,SG,G,Flx","1261","FA","38","MIA<br/>Mon 7:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*033b7*","Miroslav Raduljica","MIN","C,Flx","1265","FA","33","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03wp0*","Levi Randolph","(N/A)","SG,G,Flx","1267","FA","29","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0018o*","Shavlik Randolph","DEN","PF,F,Flx","1268","FA","38","WAS<br/>Mon 9:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04k0r*","Xavier Rathan-Mayes","MEM","PG,G,Flx","1269","FA","27","PHI<br/>Mon 8:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02x6i*","Willie Reed","CHI","PF,F,C,Flx","1272","FA","31","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xkz*","Nate Renfro","(N/A)","SF,F,Flx","1273","FA","25","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*00501*","Darius Rice","CLE","SF,PF,F,Flx","1275","FA","0","MIA<br/>Mon 7:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0051o*","Anthony Richardson","NO","SF,PF,F,Flx","1277","FA","0","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01ng3*","Lawrence Roberts","(N/A)","SF,PF,F,Flx","1281","FA","39","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04hop*","Devin Robinson","(N/A)","SG,G,SF,F,Flx","1282","FA","26","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*015xx*","Frank Robinson","(N/A)","PG,SG,G,Flx","1283","FA","37","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0017t*","Nate Robinson","NO","PG,SG,G,Flx","1286","FA","37","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02nf5*","Thomas Robinson","(N/A)","PF,F,C,Flx","1287","FA","30","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01nal*","Leon Rodgers","(N/A)","SF,PF,F,Flx","1288","FA","41","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01uzp*","Magnum Rolle","(N/A)","PF,F,C,Flx","1289","FA","35","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*005kl*","Brandon Rush","POR","SG,G,SF,F,Flx","1290","FA","36","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xco*","Matt Ryan","(N/A)","SF,F,Flx","1291","FA","24","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xm0*","Brandon Sampson","(N/A)","PG,G,Flx","1293","FA","24","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03knf*","Orlando Sanchez","(N/A)","PF,F,Flx","1295","FA","33","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01uyo*","Larry Sanders","CLE","PF,F,C,Flx","1296","FA","33","MIA<br/>Mon 7:00PM","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*00104*","Brian Scalabrine","(N/A)","PF,F,C,Flx","1299","FA","43","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05x7g*","Jordan Schakel","(N/A)","SF,F,Flx","1300","FA","23","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059xh*","Mike Scott","(N/A)","PG,G,Flx","1303","FA","28","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03wou*","Shannon Scott","BKN","SG,G,Flx","1304","FA","28","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r0c*","Tre Scott","(N/A)","PF,F,Flx","1305","FA","25","","1.50","1st","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
